barcode,sales_date,product_description,quantity_sold
4809011291713,09/06/2023 19:23,HAPPY DREAMS,23.5
BROWN,09/06/2023 19:23,BROWN 225G,19.75
K11,09/06/2023 19:23,KAPE/MILK/OTHER BEVERAGE,22
40329055,10/06/2023 08:32,CAMEL CIG,107
BROWN,10/06/2023 08:32,BROWN 225G,19.75
4806030204151,10/06/2023 08:32,JOLLY COW CONDENSADA 1KG,110
750515018501,10/06/2023 08:38,SKYFLAKES PLAIN 10s,59
4806511111121,10/06/2023 08:59,TOPSEE TURVEE,35
4806506704505,10/06/2023 08:59,STARCUP 24'S,28
4800818801884,10/06/2023 08:59,POTCHI CHOCO MALLOWS,23
8990800012285,10/06/2023 08:59,MENTOS ROLL ASST,59
4800818828294,10/06/2023 09:00,FROOTY BUBBLE POP,62
8886467100017,10/06/2023 09:00,PRINGLES ORIGINAL 107g,77
7,10/06/2023 09:00,7,0
054028367911,10/06/2023 09:02,YAKULT PACK,50
4800194177863,10/06/2023 09:02,CRISPY PATATA 90G,22.5
45,10/06/2023 09:02,45,45
4806020497327,10/06/2023 09:26,SPEED WHITE 380G,44
4800194104982,10/06/2023 09:26,ONION RINGS 18g LS,6.25
4891208040181,10/06/2023 09:26,RINBEE CHEESE 26g XS LS,6.25
4800092772214,10/06/2023 09:26,CRISS CROSS CHEESE,6
4800047840029,10/06/2023 09:26,ZONROX ORIGINAL 500ML,23
E30,10/06/2023 09:28,EGG 1 TRAY,210
4800405123467,10/06/2023 09:31,MARCAPINA SOYSAUCE 350ML,21
6,10/06/2023 09:33,6,12
C18,10/06/2023 09:35,CURLS ASST 18,18.5
4804888882545,10/06/2023 09:36,BIG BOY,58
10,10/06/2023 09:39,10,10
054028367911,10/06/2023 09:41,YAKULT PACK,50
4800314000019,10/06/2023 09:41,SCOTCH BRITE PAD TRIAL,20
65,10/06/2023 09:51,65,65
40,10/06/2023 09:55,40,40
4806507621559,10/06/2023 10:10,COOL ACE ORANGE,44
4806520150043,10/06/2023 10:11,HAWHAW CHOCO 40S,32
48044172,10/06/2023 10:12,Chester Field,107
4806508361638,10/06/2023 10:13,KARATE BELT RAINBOW,33
4800047841705,10/06/2023 10:37,ZONROX COLORSAFE 900ML,66
4800888136701,10/06/2023 10:37,SURF BAR BLUE 360G,24
4902430729925,10/06/2023 10:43,DOWNY MYSTIQUE 20ML BY 6,36
4800047841712,10/06/2023 10:43,ZONROX COLORSAFE 450ML,38
8851717904974,10/06/2023 10:48,DELIGHT by 5,53
4809011175501,10/06/2023 11:01,DOODOO 24pcs,32
4800194116466,10/06/2023 11:01,PILLOWS CHOCOLATE 38g,24
4809014826073,10/06/2023 11:01,GUMMY WORMS PACK,25
12,10/06/2023 11:07,12,24
4800092333057,10/06/2023 11:30,DRAGON SID 20G,60
748485700649,10/06/2023 11:30,555 TUNA AFRITADA 110G,22.25
4800361381086,10/06/2023 11:38,BEAR BRAND Powdered Milk Drink 135g,100
4808680230764,10/06/2023 11:56,KNORR LIQ SEASONING 130ML,59
4800361015400,10/06/2023 12:10,NESTLE CHUCKIE Opti-Grow 250ml,32
4800129110552,10/06/2023 12:10,MARIE CRACKER,25
4800092110115,10/06/2023 12:10,BRAVO,56
4800047840036,10/06/2023 12:45,ZONROX ORIGINAL 250ML,15
4902430344876,10/06/2023 12:45,DOWNY ANTIBAC 25ML BY6,36
4800361409704,10/06/2023 12:48,OREO CONE 14X110ML,49
4800361409469,10/06/2023 12:48,OREO SANDWICH 24X110ML,120
M COKE,10/06/2023 13:03,COKE MISMO,192
10,10/06/2023 13:04,10,10
4800361015110,10/06/2023 13:39,NESTLE Fresh Milk 1L,105
125,10/06/2023 14:08,125,125
12,10/06/2023 14:17,12,12
4801981164714,10/06/2023 14:44,WILKINS DISTILLED 7L,85
4800194117326,10/06/2023 14:45,CHOCO FLAKES 26g LS,37.5
4800194152709,10/06/2023 15:00,PODS PEA SNACK 26g LS,6.5
48044165,10/06/2023 15:05,CHESTERFIELD ORIGINAL RED,214
4800361391207,10/06/2023 15:08,KITKAT IC Cone 14x100ml,57
48044295,10/06/2023 15:28,MARLBORO RED 20'S,155
50,10/06/2023 15:35,50,50
4902430333597,10/06/2023 15:40,HEAD AND SHOULDER MENTHOL BY 12,81
48044165,10/06/2023 15:56,CHESTERFIELD ORIGINAL RED,107
4800016042683,10/06/2023 15:59,NIPS REGULAR TIES 12G,52
4806506319068,10/06/2023 15:59,SUPER TWIN PANTS L 8,73
4800361393645,10/06/2023 15:59,NESCAFE CLASSIC 46g,41
4804888019552,10/06/2023 15:59,WASHED SUGAR 450G,40.5
4809014826073,10/06/2023 15:59,GUMMY WORMS PACK,25
4806525942094,10/06/2023 16:12,TP RED ICE TEA 500G,0
K12,10/06/2023 16:12,KAPE/MILK/OTHER BEVERAGE,48
65,10/06/2023 16:13,65,65
4806525942063,10/06/2023 16:13,TP SAGOT GULAMAN 500G,112
4800024575739,10/06/2023 16:18,DM FILIPINOSARAP SAVERS PARTY PACK 8s,135
748485804064,10/06/2023 16:20,ARGENTINA GINILING 250G,42
88402048,10/06/2023 16:34,WINSTON MINT BURST 20'S,126
4902430333597,10/06/2023 16:37,HEAD AND SHOULDER MENTHOL BY 12,81
4902430424264,10/06/2023 16:37,DOWNY ANTIBAC TRIPID 66ML BY6,84
750515018501,10/06/2023 16:37,SKYFLAKES PLAIN 10s,59
C18,10/06/2023 16:38,CURLS ASST 18,18.5
18,10/06/2023 16:38,18,0
4800361331289,10/06/2023 16:38,BEAR BRAND Sterilized 1L,102
4800194177771,10/06/2023 16:38,POTATO FRIES  CHEESE 90G,50
4807770273698,10/06/2023 16:38,PANCIT CANTON CHILIMANSI,14.25
4807770273711,10/06/2023 16:38,PANCIT CANTON SWEET SPICY,28.5
6,10/06/2023 16:39,6,18
CRS8,10/06/2023 16:56,COKE ROYAL SPRITE 8OZ ASST,180
4807770100536,10/06/2023 17:01,BINGO COOKIE CHOCO ORANGE,117
4808887010015,10/06/2023 17:04,PUREFOODS CORNED BEEF 210G,103
4800216110014,10/06/2023 17:20,CLOVER CHEESE 85G,31
4892642101926,10/06/2023 17:20,OREO CHOCO,74
4032900145211,10/06/2023 17:20,MIGHTY BLACK,107
4800014701049,10/06/2023 17:34,ABSOLUTE 8L,90
38,10/06/2023 17:42,38,38
4800361388771,10/06/2023 17:43,BEAR BRAND Powdered Milk Drink 680G,265
4800194126014,10/06/2023 17:43,OPUFF UBE,25
E30,10/06/2023 17:44,EGG 1 TRAY,210
50,10/06/2023 17:47,50,50
4800016087196,10/06/2023 17:49,MAGIC JUNIOR CONDENSADA,29.5
4806511010202,10/06/2023 17:49,YAHOO PEANUT,18.5
750515018501,10/06/2023 17:53,SKYFLAKES PLAIN 10s,59
99,10/06/2023 18:05,99,99
BROWN,10/06/2023 18:05,BROWN 225G,19.75
4800010009767,10/06/2023 18:05,GT GRANULES BP 25GX48,21
BS18,10/06/2023 18:05,BODY SOAP ASST,20
7622210278371,10/06/2023 18:06,EDEN MAYO 220ML,110
7,10/06/2023 18:21,7,7
12,10/06/2023 18:21,12,12
10,10/06/2023 18:21,10,10
4807770120251,10/06/2023 18:28,NISSIN WAFER VANILLA,106
4806506319716,10/06/2023 18:36,LAMPEIN MINI PACK SMALL 4S,50
4800575144590,10/06/2023 18:37,ALASKA POWDER 300G,102
4800194104869,10/06/2023 18:37,CRISPY PATATA 25g LS,6.25
4800194116084,10/06/2023 18:37,RIBBED CRACKLING 26g XS LS,6.25
4800016012266,10/06/2023 18:37,GT PREMIUM BP 25GX48,20
BROWN,10/06/2023 18:37,BROWN 225G,19.75
4806503248019,10/06/2023 18:39,ATAMI SARDINES GREEN,39
748485100401,10/06/2023 18:39,CENTURY TUNA FLAKES 155G,35
8998666001719,10/06/2023 18:39,KOPIKO BROWN TP,57
4806502720615,10/06/2023 18:45,GARDENIA CLASSIC 600g,85
4800888602299,10/06/2023 18:45,LADYS CHOICE SNDWCH SPREAD DOY 220ML,103
8851717200007,10/06/2023 18:45,DUTCHMILL YOUGURT STRAW 90ML,46
4800361401487,10/06/2023 18:45,NESTLE CHUCKIE Opti-Grow Baon Saver's 6x100,82
BROWN,10/06/2023 18:56,BROWN 225G,19.75
4800110026909,10/06/2023 18:56,HOMI TOYOMANSI,23
4800092771446,10/06/2023 18:56,FUNKY SPAGHETTI,18
K12,10/06/2023 18:56,KAPE/MILK/OTHER BEVERAGE,36
4808887300284,10/06/2023 18:57,TJ JUMBO 1KG,195
4800888139283,10/06/2023 19:05,CREAMSILK HAIR FALL 11ML BY12,37
8850006493014,10/06/2023 19:05,PALMOLIVE SH INTENSIVE BY12,33
4800194116466,10/06/2023 19:09,PILLOWS CHOCOLATE 38g,8
8996001358320,10/06/2023 19:09,WAFELLO COCO CREME 53.5G,11
4800194179881,10/06/2023 19:09,MARTYS CRACKING PLAIN 90G,21
E30,10/06/2023 19:10,EGG 1 TRAY,210
8851717904974,10/06/2023 19:11,DELIGHT by 5,53
4800047840036,10/06/2023 19:11,ZONROX ORIGINAL 250ML,15
4806020497563,10/06/2023 19:11,SPEED BLUE 160G,10
P6,10/06/2023 19:11,POWDER RETAIL ASST 6,30
4806501708508,10/06/2023 19:11,CHAMPION FABCON INF BY 6,30
25,10/06/2023 19:11,25,25
8998666001719,10/06/2023 19:11,KOPIKO BROWN TP,57
4806508361638,10/06/2023 19:14,KARATE BELT RAINBOW,33
8998666001726,10/06/2023 19:14,KOPIKO BLANCA TP,60
4800888607119,10/06/2023 19:16,LADYS CHOICE CHICKEN SPREAD 27ML BY6,69
4800116043023,10/06/2023 19:20,BUTTER CREAM PLAIN,57
4800194107716,10/06/2023 19:20,OPUFF MANGO PACK,24.5
K9,10/06/2023 19:22,KAPE/MILK/OTHER BEVERAGE,18
K12,10/06/2023 19:22,KAPE/MILK/OTHER BEVERAGE,24
4800016306013,10/06/2023 19:22,MAXX HONEY LEMON 50S,39.5
E8,11/06/2023 07:29,EGG RETAIL,96
4806502720011,11/06/2023 07:36,GARDENIA TOASTIES POLYBAG,68
4800092332630,11/06/2023 07:43,DINGDONG SWEET &amp; SPICY 100G,19
4800365671473,11/06/2023 08:21,SNACKERS CHICHARON 415G,82
4806502725726,11/06/2023 08:21,GARDENIA  PREMIUM PANDESAL 350G,55
4800092110535,11/06/2023 08:30,SUPERSTIX CHOCO JR.,132
4800523223179,11/06/2023 08:53,PEEWEE BBQ 90G,24
4801688108318,11/06/2023 08:53,REGENT TEMPURA SHRIMP,22
897399001028,11/06/2023 08:54,RIBBED CRACKLING 100G,22.5
4800194179898,11/06/2023 08:54,MARTYS SPICY 90G,21
4800016110511,11/06/2023 08:54,MANG JUAN PAOMBONG 18'S,21
4800092552090,11/06/2023 08:54,FUDGEE BARR COMBO,70.5
4800361339186,11/06/2023 09:02,NESCAFE CLASSIC Refill 23g,42
4807770270116,11/06/2023 09:03,LUCKY ME ITNOK,19
4800047840036,11/06/2023 09:03,ZONROX ORIGINAL 250ML,15
285,11/06/2023 09:11,285,285
4806506319730,11/06/2023 09:11,TWIN LAMPEIN L 4,33
4800194104869,11/06/2023 09:11,CRISPY PATATA 25g LS,12.5
748485400075,11/06/2023 09:15,PLUS KING APPLE 250ml,186
4805358246041,11/06/2023 09:19,DARI CREME CLASSIC 200G,60
K12,11/06/2023 09:44,KAPE/MILK/OTHER BEVERAGE,24
K10,11/06/2023 09:44,KAPE/MILK/OTHER BEVERAGE,20
SC7,11/06/2023 09:44,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
SC6,11/06/2023 09:44,SHAMPOO/CONDITIONER RETAIL ASST,13
c7,11/06/2023 09:44,CURLS ASST JNJ 7.5 PESOS,0
CRS8,11/06/2023 09:54,COKE ROYAL SPRITE 8OZ ASST,180
8998666002983,11/06/2023 10:21,KOPIKO CAFE MOCHA BY 10,115
4800016012280,11/06/2023 10:22,GT PREMIUM 100G SUP 100GX24,72
4804888019569,11/06/2023 10:22,WASHED SUGAR 900G,81
48043717,11/06/2023 10:22,FORTUNE WHITE,126
48044295,11/06/2023 10:22,MARLBORO RED 20'S,155
SM22,11/06/2023 10:23,KNORR SINIGANG  22G RETAIL,30
4806504710232,11/06/2023 11:09,MEGA MACKAREL 155G,56
4800361393683,11/06/2023 12:01,NESCAFE CLASSIC  92g,82
21,11/06/2023 12:39,21,21
4800361409704,11/06/2023 12:45,OREO CONE 14X110ML,0
48041010,11/06/2023 12:45,NIC Chocolate 24x100ml,29
40329055,11/06/2023 12:50,CAMEL CIG,107
45,11/06/2023 12:59,45,0
748485802060,11/06/2023 12:59,WOW ULAM ADOBO 155G,0
62,11/06/2023 13:10,62,62
7,11/06/2023 13:10,7,7
4800818809712,11/06/2023 13:14,CHAMPI 50S,34
4800092660979,11/06/2023 13:14,CHOCO MUCHO DARK BOX,75
35,11/06/2023 13:29,35,35
11,11/06/2023 13:29,11,11
4800888216977,11/06/2023 13:42,CREAMSILK KERATIN FRIZZY 11+1,77.5
4800888207234,11/06/2023 13:42,SUNSILK SMOOTH BY 12,70
4800888151841,11/06/2023 13:43,SURF PWD S.FRESH 65G BY 6,37
4800888199133,11/06/2023 13:43,SURF PWD PURPLE 65G BY6,39
4806501709208,11/06/2023 13:43,CALLA ROSE GARDEN BAR,0
48039307,11/06/2023 13:50,MARVELS GREEN,126
63,11/06/2023 13:58,12,189
E30,11/06/2023 14:23,EGG 1 TRAY,210
750515021204,11/06/2023 14:23,GRAHAM HANDY PACK,80
25,11/06/2023 14:24,25,25
4806014000557,11/06/2023 15:05,JOLLY HEART CANOLA OIL 1L,189
750515018501,11/06/2023 15:05,SKYFLAKES PLAIN 10s,59
4800274020010,11/06/2023 15:05,QUAKER OATS INTS 200G,43
4801288820153,11/06/2023 15:15,HAPPY COTTON 10G,5.25
4804888019552,11/06/2023 15:15,WASHED SUGAR 450G,40.5
4800361393683,11/06/2023 15:15,NESCAFE CLASSIC  92g,82
B5,11/06/2023 15:16,ASST BREAD RETAIL 5,10
4800888157614,11/06/2023 15:19,SURF FABCON BFRESH BY 6,33
4800365881742,11/06/2023 15:19,SUPER DELIGHT MINI CHOCO 28G,16
4800194151986,11/06/2023 15:19,LAVA  CRISPS 34g,16
748485150079,11/06/2023 15:19,COCO MAMA GATA 200ML,33
M MDEW,11/06/2023 15:24,MOUNTAIN DEW MISMO,184
8990800012285,11/06/2023 15:24,MENTOS ROLL ASST,59
4800040211253,11/06/2023 15:24,FLAT TOPS 30S,50
4804888589505,11/06/2023 15:24,HANY SP,35
48041812,11/06/2023 15:25,MIGHTY GREEN FLIPTOP,126
90,11/06/2023 15:27,90,90
4800361339186,11/06/2023 15:35,NESCAFE CLASSIC Refill 23g,21
4804888019552,11/06/2023 15:35,WASHED SUGAR 450G,40.5
4800092111228,11/06/2023 15:36,MARIETIME,18.5
25,11/06/2023 15:36,25,25
4800040352314,11/06/2023 15:36,CHOCOLATE MALLOWS 100g,34
4800194117326,11/06/2023 15:36,CHOCO FLAKES 26g LS,12.5
12,11/06/2023 15:36,12,12
4902430729925,11/06/2023 15:41,DOWNY MYSTIQUE 20ML BY 6,36
4806532371931,11/06/2023 15:41,ALL MIGHTY PWD GREEN 1KL,37.5
4806506318924,11/06/2023 15:41,SISTERS PANTYLINER 20'S INDV PACK,28
12,11/06/2023 15:44,12,12
7,11/06/2023 15:44,7,7
4802288814128,11/06/2023 15:48,HAPPY PANTS XL 12,105
4800361389365,11/06/2023 15:55,NESTOGEN 3 135G,78
4808680021430,11/06/2023 16:06,LADYS CHOICE MAYO 220ML,115
40329055,11/06/2023 16:07,CAMEL CIG,107
40329055,11/06/2023 16:07,CAMEL CIG,107
LIPA,11/06/2023 16:07,LIPA PABORITA BY 10,60
9557727929219,11/06/2023 16:07,DOREEN CONDENSADA 1KG,118
K12,11/06/2023 16:08,KAPE/MILK/OTHER BEVERAGE,48
4806506704505,11/06/2023 16:13,STARCUP 24'S,28
4800194104869,11/06/2023 16:19,CRISPY PATATA 25g LS,31.25
4800523220284,11/06/2023 16:19,MOBY CHOCO 25g,13
4002309006567,11/06/2023 16:19,GOYA CHOCO HAZELNUT 350G,170
4807770122170,11/06/2023 16:19,NISSIN BUTTER COCONUT,55
4800523220284,11/06/2023 16:20,MOBY CHOCO 25g,6.5
48044295,11/06/2023 16:47,MARLBORO RED 20'S,155
125,11/06/2023 16:47,125,125
PP,11/06/2023 16:51,PALE PILSEN 320ML CASE,0
LIPA,11/06/2023 16:58,LIPA PABORITA BY 10,60
B10,11/06/2023 16:58,ASST BREAD 10S,50
CRINKLES,11/06/2023 16:58,CRINKLES,50
4806507622167,11/06/2023 17:08,GALAXY CHOCO CUP,50
25,11/06/2023 17:09,25,25
48044394,11/06/2023 17:12,MARLBORO CRAFTED ICE PACK,126
48044295,11/06/2023 17:12,MARLBORO RED 20'S,0
STRAW,11/06/2023 17:16,STRAW SOFTDRINKS,36
4800065113112,11/06/2023 17:16,COMMANDO,21
4806013002064,11/06/2023 17:16,LION KATOL GOLD,19
M COKE,11/06/2023 17:19,COKE MISMO,192
M SPRITE,11/06/2023 17:19,SPRITE MISMO,190
40329055,11/06/2023 17:23,CAMEL CIG,214
4806502359709,11/06/2023 17:25,TISYU,12.5
4806506318863,11/06/2023 17:25,SISTERS NET SIDE NIGHT 8,28
4800092333033,11/06/2023 17:25,DING DONG SNACK MIX 26G,12
4800092333057,11/06/2023 17:25,DRAGON SID 20G,12
748485900063,11/06/2023 17:40,FRESCA TUNA LECHON PAKSIW 175G,28
748485900049,11/06/2023 17:40,FRESCA TUNA MECHADO 175G,26.5
4808680021430,11/06/2023 17:48,LADYS CHOICE MAYO 220ML,115
4800361380836,11/06/2023 17:48,BEAR BRAND Adult Plus 600g,289
4800344001413,11/06/2023 17:48,SILVER SWAN BOTE,20
4807770100611,11/06/2023 17:56,BINGO COOKIE  DOUBLE CHOCO,58.5
TP9,11/06/2023 17:56,TOOTHPASTE RETAIL 9,36
C18,11/06/2023 17:57,CURLS ASST 18,18.5
C11,11/06/2023 17:57,CURLS ASST 11,11
KN5,11/06/2023 17:57,KNORR CUBES ASST,12
65,11/06/2023 18:04,65,65
12,11/06/2023 18:14,12,24
E8,11/06/2023 18:15,EGG RETAIL,40
4800523220802,11/06/2023 18:15,MOBY CARAMEL 25G,6.5
4800194116237,11/06/2023 18:15,POTATO FRIES PLAIN 21G,6.25
4800361339186,11/06/2023 18:15,NESCAFE CLASSIC Refill 23g,21
4804888019583,11/06/2023 18:15,BROWN SUGAR 450G,39.5
4800361420730,11/06/2023 18:15,NESTLE COFFEE MATE 80G,30
4800194152709,11/06/2023 18:15,PODS PEA SNACK 26g LS,19.5
4800194152327,11/06/2023 18:15,PILLOWS UBE 38g,8
40329055,11/06/2023 18:23,CAMEL CIG,107
4800361388252,11/06/2023 19:03,NESCAFE CLASSIC Sticks 2gx12,116
4807770273698,12/06/2023 09:34,PANCIT CANTON CHILIMANSI,14.25
4902430401845,12/06/2023 09:34,DOWNY SUNRISE FRESH 24ML BY 6,36
7,12/06/2023 09:34,7,35
K10,12/06/2023 09:34,KAPE/MILK/OTHER BEVERAGE,30
k8,12/06/2023 09:35,KAPE/MILK/MILO/OATS ASST,16
P6,12/06/2023 09:35,POWDER RETAIL ASST 6,18
26,12/06/2023 09:45,26,26
4800216120013,12/06/2023 09:45,CLOVER CHIPS CHEESE,14
4800523441955,12/06/2023 09:45,LOADED CHOCO 32g,8
O12,12/06/2023 09:47,OIL 12 PCS COCO,288
4800216122215,12/06/2023 09:49,CLOVER CHIPS CHILI 24G,7
48044295,12/06/2023 09:55,MARLBORO RED 20'S,155
KASALO,12/06/2023 10:03,KASALO ASST,0
10,12/06/2023 10:04,10,10
10,12/06/2023 10:04,10,10
210,12/06/2023 10:10,210,0
10,12/06/2023 10:10,10,10
10,12/06/2023 10:10,10,10
J18,12/06/2023 10:11,JUICE ASST LITRO,20
235,12/06/2023 10:16,235,235
748485102245,12/06/2023 10:16,CENTURY TUNA FLAKES 95G,26
748485100081,12/06/2023 10:28,CENTURY TUNA FLAKES 180G,87
48044165,12/06/2023 10:28,CHESTERFIELD ORIGINAL RED,107
O,12/06/2023 10:31,OIL RETAIL,144
4800010075526,12/06/2023 10:42,CREAM O VANILLA 10G,67
8996001351802,12/06/2023 10:42,CAL CHEESE CHOCO 48G,22
7,12/06/2023 10:42,7,7
4800092660603,12/06/2023 10:47,SUPERSTIX CHEESE JR.,66
125,12/06/2023 11:21,125,125
C2,12/06/2023 11:21,C2 SOLO RETAIL,13
4800194116237,12/06/2023 11:21,POTATO FRIES PLAIN 21G,6.25
4800016115110,12/06/2023 11:21,CHIK'N SKIN NI MJ SUKA 16GX100,14.5
4800888207234,12/06/2023 11:21,SUNSILK SMOOTH BY 12,70
BS18,12/06/2023 11:21,BODY SOAP ASST,20
MPS8,12/06/2023 11:54,MDEW PESPI 7UP MRNDA 8OZ ASST,175
4807770120251,12/06/2023 11:55,NISSIN WAFER VANILLA,53
4800134101026,12/06/2023 11:59,MASTER TOMATO 155g,46
C18,12/06/2023 12:20,CURLS ASST 18,18.5
4800194151986,12/06/2023 12:20,LAVA  CRISPS 34g,24
65,12/06/2023 12:22,65,130
65,12/06/2023 12:30,65,130
748485102252,12/06/2023 12:32,CENTURY FLAKES HOT &amp; SPICY  95G,26.5
4809016064008,12/06/2023 12:34,TONIO'S PORK SISIG 250G,170
4800011122229,12/06/2023 12:39,CASINO ALCOHOL 70% 350ML,49
10,12/06/2023 12:45,10,10
40329055,12/06/2023 12:48,CAMEL CIG,107
25,12/06/2023 13:29,25,50
4800194177863,12/06/2023 13:32,CRISPY PATATA 90G,22.5
4809011168053,12/06/2023 13:32,BOSTON PAMINTA DUROG,43
4800888139283,12/06/2023 13:33,CREAMSILK HAIR FALL 11ML BY12,74
8998666001726,12/06/2023 13:33,KOPIKO BLANCA TP,60
4806532371870,12/06/2023 14:21,ALL MIGHTY LIQUID LEMON,38
4800016629662,12/06/2023 14:53,CHEEZY KNOTS,36.25
4800056191013,12/06/2023 15:34,OK CHEESE 200G,132
52,12/06/2023 15:35,52,104
20,12/06/2023 15:35,20,20
4808888201115,12/06/2023 16:08,COLGATE TBRUSH CLASSIC,18
18,12/06/2023 16:09,18,18
4800361388047,12/06/2023 16:09,BEAR BRAND Powdered Milk Drink 840G,330
4804888800150,12/06/2023 16:09,ZESTO APPLE,86
4800010075526,12/06/2023 16:09,CREAM O VANILLA 10G,67
4804888882545,12/06/2023 16:15,BIG BOY,116
897399001028,12/06/2023 16:25,RIBBED CRACKLING 100G,22.5
4800016644801,12/06/2023 16:25,PIATTOS CHEESE 40gx80,15.5
4800016666445,12/06/2023 16:25,MR CHIPS SWEET CORN 45G,20
4800092660047,12/06/2023 16:25,JUMPEE CHOCO,14
4800092550911,12/06/2023 16:25,FUDGEE BARR CHOCO,70.5
J18,12/06/2023 16:25,JUICE ASST LITRO,40
48043717,12/06/2023 16:32,FORTUNE WHITE,126
E30,12/06/2023 16:46,EGG 1 TRAY,210
4800092331114,12/06/2023 16:47,MILKEE POLVORON 5G,18
4800092113109,12/06/2023 16:47,EXTREME CHOCO,53.5
6,12/06/2023 16:47,6,6
4800092112898,12/06/2023 16:47,REBISCO FLAVOR BUNCH,56
4800092554926,12/06/2023 16:47,DOOWETTE 26G,61
4800361314053,12/06/2023 16:48,BEAR BRAND Junior 420g,190
4809015790083,12/06/2023 16:48,BABY ANNE WIPES,35
NATURE PURE 10L,12/06/2023 17:03,NATURE SPRING PURE 10L,80
C18,12/06/2023 17:03,CURLS ASST 18,18.5
4806516762441,12/06/2023 17:10,JERSEY COND BUKO 390G,108
15,12/06/2023 17:15,15,15
40329055,12/06/2023 17:44,CAMEL CIG,107
4800361390804,12/06/2023 17:45,NESTLE COFFEE-MATE  150g,54
4800016663802,12/06/2023 17:45,NOVA COUNTRY CHEDDAR 40gx80,15.5
750515018501,12/06/2023 17:45,SKYFLAKES PLAIN 10s,59
BS18,12/06/2023 17:45,BODY SOAP ASST,60
4800888209566,12/06/2023 17:45,CREAMSILK COLOR REVIVE 10ML BY12,40
4800361396677,12/06/2023 17:45,BEAR BRAND Adult Plus by 8,130
4801981116072,12/06/2023 17:46,COKE 1.5,183
8886467100017,12/06/2023 17:48,PRINGLES ORIGINAL 107g,77
TP9,12/06/2023 17:52,TOOTHPASTE RETAIL 9,9
SC6,12/06/2023 17:52,SHAMPOO/CONDITIONER RETAIL ASST,13
48044318,12/06/2023 18:00,MARLBORO CRAFTED RED,126
4804888882545,12/06/2023 18:08,BIG BOY,116
75,12/06/2023 18:25,75,75
748485400075,12/06/2023 18:32,PLUS KING APPLE 250ml,93
4804888019583,12/06/2023 18:37,BROWN SUGAR 450G,39.5
4807770272097,12/06/2023 18:37,LUCKY ME SPICY BEEF,47.5
E30,12/06/2023 18:39,EGG 1 TRAY,210
4800361383073,12/06/2023 18:46,CRUNCH Stick 24x60ml,35
4800361391207,12/06/2023 18:46,KITKAT IC Cone 14x100ml,57
135,12/06/2023 18:53,135,135
4800575425026,12/06/2023 18:55,KREMTOP COFFEE CREAMER 170G,96
4802288814128,12/06/2023 18:59,HAPPY PANTS XL 12,105
4806515161511,12/06/2023 19:01,KERATIN PLUS GOLD SOLD BY 12,42
748485913049,12/06/2023 19:22,BIRCHTREE POWDER 1KG,295
4801958391105,12/06/2023 19:22,CRISPY FRY SPICY 1KG,17.5
4804888019552,12/06/2023 19:37,WASHED SUGAR 450G,40.5
F6,12/06/2023 19:37,FABCON/ DISHWASHING ASST 6,18
4800092330490,12/06/2023 19:37,DRAGON SID,18.5
P15,12/06/2023 19:37,POWDER RETAIL ASST 15,15
4800888139283,12/06/2023 19:37,CREAMSILK HAIR FALL 11ML BY12,74
48044295,12/06/2023 19:37,MARLBORO RED 20'S,155
4800016022227,12/06/2023 19:38,GT WHITE CARAMEL TWIN 50GX10X12,58
4800010075922,12/06/2023 19:39,PRESTO CREAMS PEANUT 10G,58.5
750515017450,12/06/2023 19:39,FITA CRACKER,56
JTOCCINO,12/06/2023 19:39,JOSHUA TOCCINO 250G,57
145,13/06/2023 08:47,145,435
4800016110542,13/06/2023 08:48,MANG JUAN SUKA'T SILI 26GX80,7.25
4800194104777,13/06/2023 08:48,POTATO FRIES CHEESE 21g LS,6.25
4800194104968,13/06/2023 08:55,OISHI PRAWN SPICY 26g LS,18.75
4800016661006,13/06/2023 08:55,ROLLER COASTER CHEDDAR 24gx100,14.5
4800016652035,13/06/2023 08:55,MR. CHIPS NACHO CHEESE 26gx100,14
4800016641008,13/06/2023 08:56,CHIPPY CHILI &amp; CHEESE 30gx100,21.75
48044318,13/06/2023 08:59,MARLBORO CRAFTED RED,126
4800274080014,13/06/2023 09:00,QUAKER OATS INTS 800G,131
SC7,13/06/2023 09:03,SHAMPOO/CONDITIONER 7 ASST RETAIL,77
4806507621320,13/06/2023 09:21,GUAVA MAGIC,75
4800888602732,13/06/2023 09:21,KNORR CUBE BEEF 10G BY 12,72
B5,13/06/2023 09:29,ASST BREAD RETAIL 5,60
4804888589673,13/06/2023 09:29,HANY JR,27.5
4800194151986,13/06/2023 09:33,LAVA  CRISPS 34g,8
054028367911,13/06/2023 09:35,YAKULT PACK,50
4807770122170,13/06/2023 10:07,NISSIN BUTTER COCONUT,55
20,13/06/2023 10:07,20,40
4804888019583,13/06/2023 10:07,BROWN SUGAR 450G,39.5
4800024555489,13/06/2023 10:09,DM TOMATO SAUCE ORIGSTYLE 115G SUP,40
110,13/06/2023 10:45,110,110
22,13/06/2023 11:19,22,22
1500,13/06/2023 11:36,ASST/RETAIL,1500
3000,13/06/2023 11:37,ASSORTED,3000
1500,13/06/2023 11:37,ASST/RETAIL,1500
4902430424288,13/06/2023 11:44,DOWNY PASSION TRIPID 63ML BY6,98
